Emotion,Comment
sadness,"A close relative was at odds with a very powerful firm.  All his  
things had been taken, His dad had died a little before this  
event.  He gathhered his children and vowed to give them a good  
life with a new start - the words were hollow, he bit back his  
tears .....I asked to be excused and then went and cried in the  
loo."
disgust,A pig in the well from which we drink.
shame,"My girlfriend had started going around with another boy.  Her  
cousin, also a friend of mine, asked her as to who she preferred.  
 Both of us were present and she chose the other guy."
guilt,"I bumped my dad's car in a lamp post.  He was not at home then,  
neither was he home when I left for the campus.  I did not tell  
him about the accident and I will never tell him."
joy,"I was at school whhen I received a letter from the dean of my  
school congratulating me for my performance at the previous  
year's exam. "
fear,"This was at secondary school, a prefect framed up some case and  
took it to the deputy head-master.  I was called by the  
head-master and he threatened to suspend me."
anger,"When I travelled all the way to my former school to collect my  
certificate, only to be told that I owed them some money, I knew  
nothing about this."
guilt,"I felt guilty when I heard the results of my friend, who had  
failed.  I wished that I had helped him."
joy,My being admitted to UNZA.
fear,While paddling in the river during a storm.  I feared drowning.
anger,"I entrusted a friend with the delivery of some money to my  
father, however he misused the money."
sadness,The loss of my mother.
guilt,"When I had sufficient amount of money, I brought more clothes for  
myself than for the children - I  felt bad about it."
anger,My trouser's zipper was open when I was at a public wedding.
sadness,When a friend left me and went back home for good.
disgust,When I failed an exam.
shame,Insulted my girlfriend during a peptalk.
guilt,I caught a close relative with the servant of the house.
anger,"When I discovered that the people I trusted most were talking  
behind my back."
sadness,When I heard about the death of my aunt.
disgust,"When my brother promised me money but he failed to fulfill the  
promise."
shame,"I was running in front of a crowd when I slipped and fell on a  
wet lawn."
guilt,When I took drugs.
joy,"As the time to get the results drew near I became more and more  
anxious.  My friend called me and said, "" You have passed.""  My  
heart was full of joy."
fear,"I watched a very terrfying film in LT2.  This film really pushed  
my heart out of my body and I was forced to go out before the  
second reel ended."
sadness,"One Saturday morning I had got ready to go out swimming with my  
friends.  Unfortunately the weather did not permit it, so we  
stayed indoors."
guilt,"I remember deceiving my brother, I told him that I was going to  
attend the Sunday service, instead I went out to the town with a friend. "
joy,"When I heard that a close relative of mine had given birth at a  
very young age, in a very remote area and had had very few problems."
fear,The possibility of having failed the examination.
sadness,"When I realized that I did not have the basic things needed by a  
student like me."
disgust,"When some people, including me, are treated in a way which  
equates them to an animal or a thing."
shame,"When someone I know was caught in an ""adultery"" situation."
joy,"My girlfriend wrote to me telling me that she was four months  
pregnant and that I was responsible for the ""damages"".  This made  
me happy as I longed to have a child to call mine."
fear,"The shooting started and we all lay down to protect ourselves  
from the flying bullets.  This incident occured on our way to  
Feira, during the Zambia army patrols in the Rhodesia war."
sadness,"That afternoon I received two messages informing me, one that my  
brother was in a coma in the U.T.H suffering (kidney disease) and  
two, that my uncle met with an accident on his way to the hospital  
 to see my brother."
disgust,"This happened when I went to visit my friend in Chelston and  
found him screwing my girlfriend."
shame,"When I walked out of my room with only my pants on and found my  
girlfriend and her female friend looking for me outside."
guilt,"My father caught me having sexual intercourse with my closest  
cousin.  There was nothing wrong with it but the female was too  
old for me."
