Emotion,Comment
1,"One night, walking along a park, I began to think that some  
roughnecks would appear suddenly with knives and things like  
that."
2,"I had an exam and I had it well prepared.  I did the first part  
very well but did not know the second part."
3,When my parents did not let me go on a study tour.
4,"One day I was going through the street door of my house, when a  
man asked me for a doctor.  He then showed me his genitals and  
asked me to cure him myself."
6,"I had an argument with my boyfriend.  It was my fault but my  
pride would not let me admit it."
0,"An invitation to spend 5 days at the seaside with all expenses  
paid."
1,A film on zombies.
2,"When males in my family try to assign house duties exclusively  
with referance to sex."
3,"I had a quarrell with my boyfriend and decided to finish with him  
and and my Easter holidays."
4,"When after a storm in the country, I left my shelter and saw a  
big, fat, slimy green toad by my side."
6,"When my brother had to spend all evening repairing a gear-lever  
that I had broken."
1,"When I was walking down the street, some boys showed me a knife  
and stole all my money."
2,"When they threw my holder down on the floor, with all my notes for  
an exam inside it and they got all mixed up."
3,When my mother was operated.
5,"One day I got on the bus without any money or season ticket and  
the driver threw me out."
6,When a friend of mine was beaten for what was my fault.
0,"My father had an operation which lasted for hours.  We were all  
very worried but it was successful."
1,"I was walking along a subway when I saw a group of louts.  I was  
rather afraid because I was alone."
2,"An old woman was violently thrown down the stairs of the tube by  
a group of louts."
3,"A child, 9 years old, died in a stupid way.  He fell from a place  
which was 1 metre high."
4,"On the road there was a dead animal with its entrails showing and  
its skull crushed."
5,"We were discussing a subject ( I knew very little about it) and I  
was holding my ground.  They showed me that I was wrong."
6,"I could have passed the last exam of the public competition, but  
I failed as I had not studied."
0,"I was studying in the library and a class-mate told me that she  
had obtained a grant to work in the library."
1,"Before knowing my marks I was not sure that I wanted to go to  
that class."
4,"I was in the cafeteria at the university and a class-mate told me  
that a friend of hers had had all her teeth taken out because of  
an infection caused by her eating a rat's nail in her hamburger."
5,"I had to meet a girlfriend to go out for a drink and she arrived  
with her aunt, to whom I was introduced.  Then the aunt left."
6,"One night, after having decided to finish our relationship, I  
took my girlfriend home.  While driving back home, I felt that I  
had not handled the whole thing very well."
2,A typical family argument.
0,When I pass an exam.
1,Continous fear of a nuclear war.
3,When someone in my family died.
4,To loose friends because of them over-estimating themselves.
5,When people next to me play the fool.
6,To force someone to do something that suits me.
0,"I thought that I was going to fail a subject and so I began to  
study for the final exam, then my friend told me that I had  
passed it.  That meant that I could go home, as I do not study in  
my hometown."
1,"I was in Sierra Nevada, climbing a peak over 3,000 metres high,  
without any light and with many other problems.  I was afraid for  
my life."
4,The man who threw me out of the flat disgusted me.
5,"The first time that I caressed a girl, I was about thirteen and  
she was eighteen.  I noticed that it did not affect her at all."
6,"I was going around with a girl without loving her.  Not only did  
I go around with her, but we did many more things.  In the end I  
was not very sincere to her."
